cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0033,11,25,24.0,1.604655812282729,80.23279061413645,4.200671023041403,3.662058802753117,1.9889951350881314,3.3333097880411087,0.3478080410924156,1.994854164601242,23.775797150110222,52.17652816361563,37.32713409422702,28.400731013505407,3226.078,5.346838634933544,1.4,1,0,-0.015073921916348487,0,0.056555698227095295
B0033,12,29,24.0,1.6255699769029337,81.27849884514669,4.19613941105053,3.6607160907197374,1.9634548720089502,3.335992217657965,0.3426073978055048,1.9948680130218486,23.90835353077424,52.04937847239831,37.40237649452651,28.14102494162407,3224.5,5.3594272829625345,1.4,1,0,0.020914164620204678,1,0.0674201070145584
B0033,13,31,24.0,1.5900967306245992,79.50483653122996,4.200736119460894,3.6684969621830743,1.9596564991730565,3.3499333575510475,0.34780069944158554,1.9821703774895276,24.16200167835687,51.73549267436528,36.995742754141574,27.573490996008413,3222.188,5.345804707485682,1.4,1,0,-0.03547324627833448,0,-0.024614519152423943
B0033,14,33,24.0,1.5739402299623984,78.69701149811992,4.199983318886737,3.668983863678264,1.9224375381620544,3.352100511151755,0.3516970721237098,1.9816428246019884,24.253747041388166,51.66117418178819,36.85780455256667,27.407427140400024,3216.546000000002,5.341621760497667,1.4,1,0,-0.016156500662200868,0,-0.01643128954193056
B0033,15,35,24.0,1.5711303351557309,78.55651675778654,4.198997952942716,3.674631315977068,1.9701535031712945,3.364435103530164,0.34694508137597885,1.9691356497382415,24.47638894861678,51.20270858784091,36.6450177655176,26.72631963922413,3211.859,5.32138169353719,1.4,1,0,-0.00280989480666749,0,-0.00971987980866933
B0033,16,37,24.0,1.5897706153457416,79.48853076728707,4.200390681379551,3.670072420010663,1.9056198246248632,3.3619403221625435,0.34316373354644664,1.9749371532375288,24.569584126877498,51.54633126076106,37.06472736671567,26.97674713388356,3215.859,5.354639155845147,1.4,1,0,0.01864028019001074,1,-0.0029770393873974842
B0033,17,41,24.0,1.6257378771074,81.28689385537,4.192359884029766,3.6640851356422885,1.9194841380159542,3.3654741602580085,0.32850784942823263,1.968238775843454,25.655407440527878,51.68734548388082,37.66051476409482,26.03193804335294,3225.125,5.38592964445626,1.4,1,0,0.03596726176165843,1,3.358004089326627e-05
B0033,18,43,24.0,1.6523506333962537,82.61753166981268,4.2017771251555125,3.658489054389466,1.8976584375642789,3.3663272801721305,0.31942547595566806,1.9814866225262617,26.351491764299766,51.806645557310055,38.32310986221148,25.45515379301029,3234.343,5.457519004489356,1.4,1,0,0.026612756288853623,1,0.012450780554330887
B0033,19,45,24.0,1.6143816761595386,80.71908380797693,4.201164004146235,3.6736840489376936,1.9491950772703672,3.377217174172977,0.33094490947005756,1.9616007058561897,25.32531937014495,51.013524625767204,37.01126182016034,25.688205255622254,3218.25,5.364259589841062,1.4,1,0,-0.037968957236715006,0,0.00808828923942806
B0033,20,47,24.0,1.58697453394504,79.348726697252,4.201517882926393,3.67829176330782,1.984512151427813,3.380792043459977,0.3360193218472848,1.9543721914924799,24.49352503336086,50.612625791907234,36.45751890099188,26.119100758546374,3203.5,5.309369441797842,1.4,1,0,-0.02740714221449858,0,0.003168839757861841
B0033,21,49,24.0,1.5818355572787333,79.09177786393667,4.20178668140198,3.6788173399565394,1.9563552671465751,3.379892729676732,0.33908855386984316,1.9543735971035472,24.192526340264504,50.476231965221594,36.245832392874156,26.28370562495709,3194.39,5.291796225889578,1.4,1,0,-0.005138976666306805,0,-0.0015870116134016677
B0033,22,53,24.0,1.6919769406371152,84.59884703185577,4.1779630595627175,3.5955983747892377,1.9541530671990093,3.3335163148815434,0.2897886349411339,2.008024980015611,25.94382700697729,52.80944186421341,38.88044910257506,26.86561485723612,3225.219,5.552503967675183,1.4,1,0,0.11014138335838197,1,0.013247812705943041
B0033,23,57,24.0,1.6879483800354476,84.39741900177238,4.196973763278454,3.634572774561236,1.9044972660711088,3.35231211831231,0.30779944970909595,1.9876856279987871,24.902870283744065,52.001298745862094,37.68662439550755,27.09842846211803,3252.985,5.536702744080494,1.4,1,0,-0.0040285606016676745,0,0.0071195493278387815
B0033,24,59,24.0,1.6586223007531458,82.93111503765729,4.200398891523595,3.6513149000609406,1.8748346357265961,3.359089419531549,0.320540843658043,1.9737183465320645,24.092897160454218,51.65598739515965,37.02885798715912,27.56309023470543,3245.25,5.468304366972359,1.4,1,0,-0.029326079282301798,0,0.008848124918721422
B0033,25,61,24.0,1.6420179032789863,82.10089516394932,4.199795942277565,3.661855576234011,1.897981208291145,3.3667293867076395,0.3235977669998556,1.9604650538111639,23.94183770011008,51.50939532095622,36.84829116229335,27.56755762084614,3235.031,5.419012248242198,1.4,1,0,-0.016604397474159427,0,0.011008673866789253
B0033,26,63,24.0,1.6381810791118743,81.90905395559372,4.199696801054791,3.6703852293422803,1.991339490634848,3.376711639438572,0.32134483903081673,1.946851923160699,23.964709389367574,51.25839715822789,36.78338270641005,27.29368776886032,3228.141,5.378039956771889,1.4,1,0,-0.003836824167112063,0,0.011269104366628202
B0033,27,65,24.0,1.6422892507912386,82.11446253956193,4.199324023385658,3.665234892517982,1.8710207024150525,3.367781888938211,0.3264143135470195,1.9592125184825684,24.17171029967932,51.77188968997154,37.1454352740502,27.60017939029222,3217.875,5.383150267150659,1.4,1,0,0.004108171679364281,0,-0.009937537969175337
B0033,28,69,24.0,1.651270876264092,82.5635438132046,4.1965335683630896,3.6660280245971744,1.9449657495126544,3.372839244866595,0.31834522823370337,1.9526430387730103,24.671745094659567,51.73759469619592,37.43950673452506,27.065849601536353,3220.219,5.387059954873792,1.4,1,0,0.008981625472853416,1,-0.007335500754271118
B0033,29,71,24.0,1.6326559297917211,81.63279648958606,4.199483664091208,3.6693103386041566,1.907571146047148,3.374002354868022,0.3235605066756574,1.9520147906110725,24.525856937535018,51.61243426951156,37.21232307005263,27.086577331976542,3210.234,5.364102167977553,1.4,1,0,-0.01861494647237083,0,-0.005193274192284924
B0033,30,73,24.0,1.6260888111680731,81.30444055840366,4.199490682637614,3.6724246882953864,1.853794752061886,3.372312698394194,0.3329222793669897,1.9443849777751434,24.01437407818849,51.546238399221565,36.823942592131566,27.531864321033076,3210.546,5.328195522993,1.4,1,0,-0.006567118623648005,0,-0.0031858184221826404
B0033,31,75,24.0,1.6079292963823688,80.39646481911844,4.199483803778697,3.6798433952200575,1.9738070273097836,3.3827767161652114,0.3295560795897958,1.9307231048502151,23.645339886337037,51.03143629880169,36.46405070511895,27.38609641246465,3200.969,5.280848721038938,1.4,1,0,-0.018159514785704323,0,-0.006050356545901092
B0033,32,77,24.0,1.6125361114907395,80.62680557453697,4.199048343046244,3.6769709687993086,1.8729343749213587,3.375532247108578,0.33422212401777157,1.9434559105685831,23.799881233002868,51.41437811978397,36.76266900330653,27.6144968867811,3188.625,5.2872259209506165,1.4,1,0,0.004606815108370688,0,-0.005950627860099811
B0033,33,81,24.0,1.6218384168987892,81.09192084493945,4.196166399561636,3.6771182482905846,1.9731628226811078,3.3809635204151607,0.32509532609797315,1.9370016811131343,24.275077073346086,51.44638168113912,37.105629207043215,27.171304607793036,3191.735,5.293879912562742,1.4,1,0,0.00930230540804966,1,-0.005886491873060562
B0033,34,83,24.0,1.6145443029101134,80.72721514550567,4.1993056997939515,3.68041989192634,1.9801558945564506,3.3849609857132434,0.3270482339496878,1.9295248820440578,24.229252988895677,51.30248392082844,36.92446822577901,27.073230931932766,3190.313,5.272485345047535,1.4,1,0,-0.007294113988675743,0,-0.0036223253763215447
B0033,35,85,24.0,1.5953958917107596,79.76979458553798,4.199342510279409,3.6815764219463616,1.8983018980313588,3.3815674619499325,0.3360240169968807,1.9282728841663244,23.771255795277646,51.29496206472584,36.60695698382364,27.52370626944819,3182.156,5.237643192980465,1.4,1,0,-0.019148411199353843,0,-0.006138583891462712
B0033,36,87,24.0,1.5877243027113057,79.38621513556528,4.199371542863236,3.6831871651021273,1.9438604398554957,3.3851857877548657,0.33470680570149286,1.921129813486492,23.69664102467678,51.186634675664926,36.55039143131212,27.489993650988147,3180.156,5.2165321905032584,1.4,1,0,-0.00767158899945386,0,-0.00404099873421262
B0033,37,89,24.0,1.5811840578305605,79.05920289152803,4.198549470784986,3.6840117806217285,1.9632916036547936,3.3864604240259375,0.334836938664912,1.9205826599101805,23.752588955549978,51.182616761589756,36.5823314777477,27.430027806039778,3171.953,5.197280803014281,1.4,1,0,-0.006540244880745227,0,-0.006270410732035802
B0033,38,93,24.0,1.6128422608267754,80.64211304133877,4.196144356036299,3.6773793062469577,1.9667908439255781,3.38478424054856,0.32266641965723,1.9281771378607613,25.375174193727766,52.16803502599322,38.03675863150647,26.792860832265454,3192.172,5.2808727307249885,1.4,1,0,0.03165820299621491,1,-0.0017992312144027522
B0033,39,95,24.0,1.61998606328022,80.99930316401101,4.19917089882782,3.673647692820989,1.9197120509411163,3.382889233805488,0.3201914697871785,1.9349757313526765,26.112915985432714,52.74767841756611,38.760697217070216,26.634762432133392,3194.735,5.3124773918280574,1.4,1,0,0.007143802453444703,1,0.0010883520740213371
B0033,40,97,24.0,1.6099381853611876,80.49690926805938,4.199367783528825,3.6780818168280405,1.90479520665137,3.3844125991586744,0.326291983423154,1.9342299527737168,26.01884640141792,52.437956139686314,38.235160610115415,26.419109738268393,3178.75,5.273777071962382,1.4,1,0,-0.0100478779190325,0,0.0029084587300856057
B0033,41,99,24.0,1.5770977539565159,78.85488769782579,4.199080787350632,3.683906096302265,1.9002006601986492,3.3857968945581733,0.33724999318883603,1.918884836825397,24.502410225771417,51.81197793605918,37.20770413073148,27.309567710287762,3165.359,5.1881909030203355,1.4,1,0,-0.032840431404671744,0,-0.002125309750957971
B0033,42,101,24.0,1.5708599066554392,78.54299533277197,4.199383120313636,3.684933227944666,1.8511721039377573,3.3829095031701564,0.344684489147871,1.9177547456039692,23.997221430790674,51.73653410504897,36.9160184906247,27.739312674258294,3155.25,5.155919813674333,1.4,1,0,-0.006237847301076682,0,-0.002064830235024262
B0033,43,105,24.0,1.6261581345348248,81.30790672674124,4.185971534796032,3.6620792695219997,1.9532771236637267,3.3669463001908233,0.31910447458299196,1.9555816941670883,25.33769164423877,52.54160752520686,38.272310782775065,27.203915880968086,3173.766,5.314481875944256,1.4,1,0,0.05529822787938565,1,0.0026631747416098863
B0033,44,109,24.0,1.6348129972245726,81.74064986122863,4.196414270458295,3.6633640731879944,1.8536215036991406,3.3716190861386144,0.32211098879072464,1.9478422681046383,26.354999283040787,53.32326193954195,39.10342018909909,26.968262656501164,3199.485,5.352557439345728,1.4,1,0,0.0086548626897478,1,0.0029653867888705054
B0033,45,111,24.0,1.6117053637342613,80.58526818671307,4.199066039146956,3.676422458061145,1.8889976705304934,3.383250579221141,0.32763411506108436,1.9259198669127366,25.873425603008823,52.66626648084271,38.33805950325132,26.792840877833886,3196.015,5.277413089596134,1.4,1,0,-0.023107633490311308,0,0.00035343567461474377
B0033,46,113,24.0,1.8851401699720662,94.25700849860331,4.297173455080096,3.591696379020959,1.9693514891283213,3.3541040884435995,0.2869451796671725,2.003289552090588,27.552264443796474,55.391416850220025,40.78203629126505,27.83915240642355,3595.281,6.251869019665643,1.4,1,0,0.2734348062378049,1,0.061608483203110076
B0033,47,117,24.0,1.6584957887780232,82.92478943890116,4.196415854171641,3.63922910163301,1.9935504677327178,3.363721350351351,0.30880938794019075,1.9793358017872142,25.882605287857217,52.73529025292928,38.52395699562303,26.852684965072065,3198.0,5.437273665909689,1.4,1,0,-0.22664438119404307,0,0.0175271764245168
B0033,48,119,24.0,1.62418934644937,81.2094673224685,4.198739297167396,3.657056059789032,1.9102322543360104,3.366918878823245,0.32719045418056375,1.9635759174250933,24.916936492655164,52.530629852108135,37.84185542205372,27.61369335945297,3183.516,5.34513224732832,1.4,1,0,-0.03430644232865321,0,-0.0003937576170909729
B0033,49,121,24.0,1.6041720988563641,80.20860494281821,4.199112960886663,3.6696307421870333,1.9518631378335147,3.376033697850269,0.3302229667918912,1.9412628883822685,24.560943328071538,52.2186933985822,37.464100471383695,27.65775007051066,3183.797,5.281102721712279,1.4,1,0,-0.020017247593005827,0,-0.006128179673641698
B0033,50,123,24.0,1.6080016740907346,80.40008370453673,4.198766401150375,3.6650748262016806,1.8963514295309498,3.3722882262741316,0.3287261180171691,1.9409635566220336,24.97536739446595,52.72731536294026,38.110532137074216,27.75194796847431,3191.516,5.294714026052801,1.4,1,0,0.0038295752343704414,0,-0.0007407379287053484
B0033,51,125,24.0,1.6256752138435595,81.28376069217798,4.1991786619721845,3.6594136106551125,1.8979233738345112,3.371464716917886,0.32008527065009,1.9482885137170949,26.221340489243467,53.20573413452146,39.04860411133125,26.98439364527799,3189.985,5.326325999345839,1.4,1,0,0.01767353975282493,1,-0.051892991225701346
B0033,52,129,24.0,1.617632765910718,80.8816382955359,4.196004808919091,3.6653725268334054,1.9266531976002355,3.3745591325938995,0.32215737855672494,1.940750614389643,26.456664936108442,53.164414772235126,38.882226863166906,26.707749836126684,3189.734,5.298075461437794,1.4,1,0,-0.00804244793284159,0,-0.008172604573461051
B0033,53,131,24.0,1.5973191489094263,79.86595744547131,4.198791334204262,3.674744379793083,1.939997570224548,3.3793714907223658,0.3306150721928648,1.9251256018615566,25.30476123043223,52.600411784093296,38.10273900805949,27.295650553661066,3176.016,5.221555302068046,1.4,1,0,-0.02031361700129164,0,-0.005374039507988737
B0033,54,133,24.0,1.5875852250170606,79.37926125085303,4.198398162359809,3.677673396753701,1.9585672641473335,3.3812950636091506,0.3325688316297887,1.9172205917038643,25.072386491577326,52.46865748904612,37.91537679971282,27.396270997468797,3171.36,5.186533312354588,1.4,1,0,-0.009733923892365715,0,-0.003317374767860715
B0033,55,135,24.0,1.5802530015403684,79.01265007701842,4.198507575144383,3.679497849260305,1.9572832344435456,3.382171233915879,0.3349630592819254,1.9091378265076395,24.924343695709364,52.40979732740365,37.92480929373238,27.485453631694288,3170.843,5.159359561845542,1.4,1,0,-0.007332223476692157,0,-0.005549734510073234
B0033,56,137,24.0,1.583036530487776,79.1518265243888,4.198403301379083,3.67766777385441,1.916168037790613,3.3795623822599756,0.3340852439135985,1.9160969808869277,25.34303180383749,52.834042544635665,38.34698157796738,27.491010740798174,3164.672,5.170902300308929,1.4,1,0,0.002783528947407632,0,-0.008527736671156694
B0033,57,141,24.0,1.6027138832797037,80.13569416398518,4.19476201070069,3.674487561335051,1.9463675093023414,3.37961009118628,0.3268325722899466,1.9162536759445385,26.42711805216501,53.601451975349555,39.30988108210959,27.174333923184545,3177.453,5.202955681812551,1.4,1,0,0.019677352791927616,1,-0.0029837765262028526
B0033,58,143,24.0,1.5930709154513834,79.65354577256917,4.1984491513826745,3.6783544787899243,1.9780549546482917,3.384287544034087,0.32831502401101625,1.9085281127715084,26.57005252529546,53.25152711755672,38.964980792259276,26.68147459226126,3172.375,5.17460575459802,1.4,1,0,-0.009642967828320304,0,-0.0008496466916085854
B0033,59,145,24.0,1.5448888685020246,77.24444342510122,4.197908571583099,3.6840554604640086,1.905966283713238,3.3822784871834886,0.34448948979597094,1.8916136445674485,24.785095946349767,52.64070518740206,37.72135386687406,27.855609241052296,3158.406,5.0755185068823,1.4,1,0,-0.04818204694935879,0,-0.0085392713030072
B0033,60,147,24.0,1.5352188565640517,76.76094282820259,4.198281610724748,3.6855380306527916,1.90750106961619,3.3814602813053565,0.3486480205132388,1.8905533567609432,24.360961192677404,52.51312011499367,37.45856152891539,28.152158922316264,3141.578,5.036671721993737,1.4,1,0,-0.0096700119379729,0,-0.009006828995263349
B0033,61,149,24.0,1.5252677314227332,76.26338657113666,4.198167912246757,3.6871115508065606,1.9292976600569,3.382560441964418,0.35053520132149685,1.8823147825791267,24.127061124602072,52.3982280962388,37.2659552140469,28.27116697163673,3138.187,5.000267932844217,1.4,1,0,-0.009951125141318462,0,-0.011553759813008569
B0033,62,153,24.0,1.5559492005453626,77.79746002726813,4.195073185486013,3.6831246676845066,1.8981581536679577,3.3801788533503028,0.34277772524551814,1.8905502332831872,25.451734799842164,53.455944890050766,38.74887799470947,28.004210090208602,3157.969,5.069378158886564,1.4,1,0,0.030681469122629368,1,-0.009352936546868218
B0033,63,155,24.0,1.5648029438427147,78.24014719213574,4.198205381659656,3.6801518257654324,1.8884361117708077,3.3800922874688264,0.33677061921447415,1.8980856969312407,26.62675849083193,54.15574298880717,39.69321386954275,27.52898449797524,3159.281,5.1139236449483105,1.4,1,0,0.008853743297352112,1,-0.005653594321733735
B0033,64,157,24.0,1.5518620461881205,77.59310230940602,4.198304566358676,3.6841175874687084,1.8935389971250938,3.382133740383054,0.34258071732782674,1.8896314109891985,26.424834100070115,53.69393683990001,38.99544744527789,27.269102739829897,3150.375,5.062960875033292,1.4,1,0,-0.012940897654594163,0,0.001394635537219191
B0033,65,159,24.0,1.5144550545105004,75.72275272552503,4.198084263883445,3.687668594854964,1.904031637069275,3.3814913105388644,0.35335980692583197,1.872743521398214,24.643297484150843,52.91956948214362,37.746988287643894,28.27627199799278,3134.078,4.961682432259556,1.4,1,0,-0.03740699167762007,0,-0.004152760410710244
B0033,66,161,24.0,1.5051936202146428,75.25968101073214,4.197903885845773,3.6888733473345314,1.9196175823544368,3.3819655060503893,0.35571109053190786,1.8643008386750435,24.290854252743856,52.77330169161603,37.50735630364932,28.48244743887217,3129.797,4.926366826369864,1.4,1,0,-0.009261434295857685,0,-0.004014822241618088
B0033,67,165,24.0,1.605823969917045,80.29119849585224,4.181130210987576,3.624020206850946,1.852348915398631,3.329913840594753,0.3259278216769786,1.9594261580587993,24.926222629135967,53.75237854927132,38.883555668352116,28.826155920135353,3161.89,5.243667528163871,1.4,1,0,0.10063034970240214,1,0.009974953874336468
B0033,68,169,24.0,1.6249005195877049,81.24502597938525,4.195278411672913,3.6387239662328343,1.8154710749647818,3.3467196974403497,0.32715465066239985,1.9438219079216,26.249589392543776,54.49882525049124,39.70651744278487,28.24923585794746,3196.859,5.288430517204102,1.4,1,0,0.01907654967065997,1,0.01201951514899804
B0033,69,171,24.0,1.589785130036615,79.48925650183075,4.197729147288927,3.6679196563328604,1.9709912361310515,3.366597142576843,0.3329872020332639,1.920785081406269,25.719962949006923,53.48032268666943,38.69688917568081,27.760359737662508,3171.906,5.177423343126515,1.4,1,0,-0.03511538955108984,0,0.007584616769698904
B0033,70,173,24.0,1.5552386152299904,77.76193076149951,4.197620289512095,3.676696187562201,1.8937050882323652,3.3665010841717966,0.34833543948228457,1.9034302269573002,24.531285612577616,53.19212326974819,37.93115370815918,28.66083765717057,3160.8429999999935,5.085311299823973,1.4,1,0,-0.03454651480662463,0,0.008156712143897992
B0033,71,175,24.0,1.539756404636803,76.98782023184016,4.197202654978761,3.681131305419905,1.936708367530743,3.3683893640779714,0.350875944360617,1.8953183205112976,24.13914126838614,52.91631108720558,37.670702628979534,28.777169818819438,3147.141,5.028310858367551,1.4,1,0,-0.015482210593187329,0,0.006912556884432064
B0033,72,177,24.0,1.5293174002138357,76.46587001069179,4.197265181641886,3.6838923452398475,1.898472277042985,3.3686183095745217,0.35669331452077874,1.8862818097979202,23.869189013200952,52.95164787724483,37.48833504505954,29.08245886404388,3141.203,4.985822705856931,1.4,1,0,-0.010439004422967413,0,-0.015301313940641848
B0033,73,181,24.0,1.547680553576876,77.38402767884381,4.196099622186929,3.6769143821793917,1.8471266740226868,3.3619229093944987,0.3503488989758421,1.9022031487355253,25.1970904818351,54.15703950174405,39.01194436489727,28.95994901990895,3151.047,5.054330450602571,1.4,1,0,0.018363153363040396,1,-0.015443993202165763
B0033,74,183,24.0,1.5659920939439786,78.29960469719893,4.196552042597536,3.6731081817952687,1.8671703949444942,3.362373596039391,0.34275670121330537,1.9025763083335716,26.400937793835165,54.90254753232506,39.95408175672587,28.501609738489893,3159.172,5.082508712954723,1.4,1,0,0.018311540367102586,1,-0.004758607218527278
B0033,75,185,24.0,1.5416252851780505,77.08126425890252,4.197202431807518,3.6827172399863892,1.9378745892006957,3.368466070250841,0.3512531359107207,1.88583292092965,25.259465838677443,53.80008363828377,38.629206981182826,28.54061779960633,3141.047,4.990128692319022,1.4,1,0,-0.024366808765928116,0,-0.002722666010387975
B0033,76,187,24.0,1.517590655990168,75.8795327995084,4.19689594164954,3.6853977892052785,1.8429746742692776,3.36347185491077,0.36393837904828386,1.8764397542454812,24.15296952121498,53.54505652293522,37.93003488357471,29.39208700172024,3135.0310000000027,4.932293620588983,1.4,1,0,-0.024034629187882572,0,-0.004433149729327024
B0033,77,189,24.0,1.5075202042593092,75.37601021296545,4.196436668221134,3.686856323022529,1.8767034375876257,3.363235953553388,0.365723618858262,1.8755123549256025,23.79868627429051,53.29577183051126,37.62158369702063,29.497085556220753,3117.984,4.893636412160645,1.4,1,0,-0.010070451730858743,0,-0.0043594391909052895
B0033,78,193,24.0,1.49549282626034,74.774641313017,4.196049728818034,3.686829190711486,1.823408615215652,3.3583847581016526,0.3718556959697032,1.8746307341185118,23.538969102016843,53.690652187482364,37.78621151878811,30.15168308546552,3125.328,4.886042615211887,1.4,1,0,-0.012027377998969246,0,-0.010437545463307218
B0033,79,195,24.0,1.4997618811573148,74.98809405786574,4.196518488404076,3.687593683960091,1.914352330463475,3.3645795285682984,0.36499575852560945,1.866968412651517,23.87189419612585,53.4617189956508,37.780545613375104,29.589824799524948,3120.172,4.869884463378947,1.4,1,0,0.004269054896974822,0,-0.013246042557332771
B0033,80,197,24.0,1.4906966807803954,74.53483403901977,4.196230149993989,3.6886746677870805,1.9242052922698998,3.3647328172276567,0.36791474971411586,1.8579631543457258,23.489758397814686,53.31089209854774,37.48831223397221,29.821133700733053,3116.641,4.833830366694516,1.4,1,0,-0.00906520037691938,0,-0.010185720879531023
B0033,81,199,24.0,1.4800999425051866,74.00499712525934,4.1963909319790265,3.687993228296498,1.846946703906843,3.360281651978189,0.3714051933667629,1.8652023718774091,23.736186650162907,53.6277468644108,37.84650784146758,29.891560214247896,3110.844,4.840188073423993,1.4,1,0,-0.010596738275208795,0,-0.007498142696996268
B0033,82,201,24.0,1.4676091496100632,73.38045748050315,4.1961236676040885,3.689769253067038,1.912127707319289,3.3661837656093314,0.369239169670545,1.856568813720333,23.57527253501497,53.311289666668536,37.50067380952265,29.736017131653565,3101.406,4.809868858475515,1.4,1,0,-0.012490792895123448,0,-0.00798221092984921
B0033,83,205,24.0,1.4729818491920503,73.64909245960251,4.1936766136410535,3.69042588553884,1.9981993087869525,3.369029139242048,0.3673740481850252,1.8482754339758682,23.46174852080792,53.24781973161767,37.46771056598812,29.786071210809748,3099.563,4.783921366948527,1.4,1,0,0.0053726995819871615,1,-0.004502195413657928
B0033,84,207,24.0,1.4742872137206404,73.71436068603202,4.196012929045855,3.690069126830951,1.9676969517090999,3.3652385724141607,0.369680551363505,1.847975231148244,23.51358847031407,53.32567282742489,37.59818541161091,29.81208435711082,3104.64,4.778534658708877,1.4,1,0,0.0013053645285900917,0,-0.005094933487334874
B0033,85,209,24.0,1.4635162808346138,73.17581404173069,4.196160612669127,3.6898349768027527,1.8011165493797345,3.3618926452165643,0.37740585639799473,1.8544013778989676,23.744524283151495,53.67135316275077,37.701434924362204,29.926828879599274,3099.875,4.787091301987981,1.4,1,0,-0.010770932886026596,0,-0.0054360799891563175
B0033,86,211,24.0,1.4527095680488362,72.6354784024418,4.196047705028354,3.6907654523182534,1.935722285136851,3.363675541904795,0.37299549024538353,1.8463666206768117,23.412424726092457,53.425915759836265,37.53461374251148,30.013491033743808,3093.25,4.750740696958711,1.4,1,0,-0.010806712785777606,0,-0.00547807489127008
B0033,87,213,24.0,1.4557303847230247,72.78651923615124,4.1956276970934345,3.69029465108762,1.8530896744385115,3.359060505999303,0.3772483897081041,1.8534163332456284,23.62740092704637,53.80241246385534,37.84394106488913,30.17501153680897,3086.688,4.753235848950283,1.4,1,0,0.00302081667418852,0,-0.0023757529774076857
B0033,88,217,24.0,1.459740099618568,72.9870049809284,4.195876729666962,3.691967438675652,1.9965159983729222,3.3651551542737717,0.3729695789520775,1.837688288769038,23.355342391136997,53.538703332548565,37.62240216799661,30.183360941411568,3094.281,4.72605275310684,1.4,1,0,0.004009714895543359,0,-0.002648349914696446
